WARNING - utils.py - 2021-09-29 18:19:26,669 - No checkpoint found at ./checkpoints-meta/checkpoint.pth. Returned the same state as input
INFO - run_lib.py - 2021-09-29 18:19:30,456 - Starting training loop at step 0.
INFO - run_lib.py - 2021-09-30 05:36:48,388 - step: 19050, training_loss: 2.55512e+03
INFO - run_lib.py - 2021-09-30 05:38:19,417 - step: 19100, training_loss: 3.77103e+01
INFO - run_lib.py - 2021-09-30 05:38:20,075 - step: 19100, eval_loss: 1.48746e+02
INFO - run_lib.py - 2021-09-30 05:39:49,085 - step: 19150, training_loss: 1.14697e+03
INFO - run_lib.py - 2021-09-30 05:41:17,699 - step: 19200, training_loss: 3.56955e+03
INFO - run_lib.py - 2021-09-30 05:41:18,511 - step: 19200, eval_loss: 1.21088e+03
INFO - run_lib.py - 2021-09-30 05:42:47,908 - step: 19250, training_loss: 2.48890e+03
INFO - run_lib.py - 2021-09-30 05:44:19,084 - step: 19300, training_loss: 1.46888e+03
INFO - run_lib.py - 2021-09-30 05:44:19,802 - step: 19300, eval_loss: 1.85381e+02
INFO - run_lib.py - 2021-09-30 05:45:50,183 - step: 19350, training_loss: 7.13987e+02
INFO - run_lib.py - 2021-09-30 05:47:19,051 - step: 19400, training_loss: 4.87921e+02
INFO - run_lib.py - 2021-09-30 05:47:19,719 - step: 19400, eval_loss: 2.59920e+03
INFO - run_lib.py - 2021-09-30 05:48:49,744 - step: 19450, training_loss: 1.45601e+03
INFO - run_lib.py - 2021-09-30 05:50:19,380 - step: 19500, training_loss: 8.66788e+02
INFO - run_lib.py - 2021-09-30 05:50:20,056 - step: 19500, eval_loss: 2.14611e+03
INFO - run_lib.py - 2021-09-30 05:51:50,408 - step: 19550, training_loss: 1.73251e+03
INFO - run_lib.py - 2021-09-30 05:53:21,245 - step: 19600, training_loss: 1.42381e+03
INFO - run_lib.py - 2021-09-30 05:53:22,131 - step: 19600, eval_loss: 2.01196e+03
INFO - run_lib.py - 2021-09-30 05:54:54,362 - step: 19650, training_loss: 1.42074e+03
INFO - run_lib.py - 2021-09-30 05:56:23,892 - step: 19700, training_loss: 1.27970e+03
INFO - run_lib.py - 2021-09-30 05:56:24,539 - step: 19700, eval_loss: 7.41804e+02
INFO - run_lib.py - 2021-09-30 05:57:54,356 - step: 19750, training_loss: 2.05557e+03
INFO - run_lib.py - 2021-09-30 05:59:24,829 - step: 19800, training_loss: 4.68603e+02
INFO - run_lib.py - 2021-09-30 05:59:25,503 - step: 19800, eval_loss: 8.24149e+02
INFO - run_lib.py - 2021-09-30 06:00:53,918 - step: 19850, training_loss: 2.31906e+02
INFO - run_lib.py - 2021-09-30 06:02:23,934 - step: 19900, training_loss: 1.22263e+03
INFO - run_lib.py - 2021-09-30 06:02:24,586 - step: 19900, eval_loss: 2.40224e+03
INFO - run_lib.py - 2021-09-30 06:03:53,215 - step: 19950, training_loss: 1.48893e+03
INFO - run_lib.py - 2021-09-30 06:05:23,532 - step: 20000, training_loss: 1.23450e+03
INFO - run_lib.py - 2021-09-30 06:05:37,047 - step: 20000, eval_loss: 2.87926e+03
INFO - run_lib.py - 2021-09-30 06:45:03,535 - step: 20050, training_loss: 1.12601e+03
INFO - run_lib.py - 2021-09-30 06:46:35,010 - step: 20100, training_loss: 1.97044e+03
INFO - run_lib.py - 2021-09-30 06:46:35,676 - step: 20100, eval_loss: 1.55992e+03
INFO - run_lib.py - 2021-09-30 06:48:06,156 - step: 20150, training_loss: 5.30102e+02
INFO - run_lib.py - 2021-09-30 06:49:35,099 - step: 20200, training_loss: 2.36484e+03
INFO - run_lib.py - 2021-09-30 06:49:35,753 - step: 20200, eval_loss: 2.58472e+03
INFO - run_lib.py - 2021-09-30 06:51:04,826 - step: 20250, training_loss: 1.28246e+02
INFO - run_lib.py - 2021-09-30 06:52:35,843 - step: 20300, training_loss: 2.43120e+03
INFO - run_lib.py - 2021-09-30 06:52:36,504 - step: 20300, eval_loss: 1.85055e+03
INFO - run_lib.py - 2021-09-30 06:54:06,018 - step: 20350, training_loss: 1.26817e+03
INFO - run_lib.py - 2021-09-30 06:55:35,441 - step: 20400, training_loss: 1.01277e+03
INFO - run_lib.py - 2021-09-30 06:55:36,106 - step: 20400, eval_loss: 1.80428e+03
INFO - run_lib.py - 2021-09-30 06:57:06,113 - step: 20450, training_loss: 2.39563e+03
INFO - run_lib.py - 2021-09-30 06:58:36,236 - step: 20500, training_loss: 1.35278e+03
INFO - run_lib.py - 2021-09-30 06:58:36,885 - step: 20500, eval_loss: 4.52179e+02
INFO - run_lib.py - 2021-09-30 07:00:05,362 - step: 20550, training_loss: 1.56488e+03
INFO - run_lib.py - 2021-09-30 07:01:34,413 - step: 20600, training_loss: 1.12688e+03
INFO - run_lib.py - 2021-09-30 07:01:35,102 - step: 20600, eval_loss: 7.43935e+02
INFO - run_lib.py - 2021-09-30 07:03:05,059 - step: 20650, training_loss: 8.36964e+02
INFO - run_lib.py - 2021-09-30 07:04:35,485 - step: 20700, training_loss: 8.68904e+02
INFO - run_lib.py - 2021-09-30 07:04:36,198 - step: 20700, eval_loss: 1.03577e+03
INFO - run_lib.py - 2021-09-30 07:06:05,170 - step: 20750, training_loss: 1.87110e+03
INFO - run_lib.py - 2021-09-30 07:07:35,936 - step: 20800, training_loss: 2.16493e+03
INFO - run_lib.py - 2021-09-30 07:07:36,710 - step: 20800, eval_loss: 8.02156e+02
INFO - run_lib.py - 2021-09-30 07:09:06,811 - step: 20850, training_loss: 2.04868e+03
INFO - run_lib.py - 2021-09-30 07:10:35,888 - step: 20900, training_loss: 1.55983e+03
INFO - run_lib.py - 2021-09-30 07:10:36,540 - step: 20900, eval_loss: 1.50640e+03
INFO - run_lib.py - 2021-09-30 07:12:05,881 - step: 20950, training_loss: 3.21347e+03
INFO - run_lib.py - 2021-09-30 07:13:34,728 - step: 21000, training_loss: 1.98030e+03
INFO - run_lib.py - 2021-09-30 07:13:35,428 - step: 21000, eval_loss: 1.85432e+03
INFO - run_lib.py - 2021-09-30 07:15:05,692 - step: 21050, training_loss: 1.12222e+03
INFO - run_lib.py - 2021-09-30 07:16:36,024 - step: 21100, training_loss: 2.26794e+03
INFO - run_lib.py - 2021-09-30 07:16:36,681 - step: 21100, eval_loss: 5.38102e+02
INFO - run_lib.py - 2021-09-30 07:18:06,879 - step: 21150, training_loss: 1.69087e+03
INFO - run_lib.py - 2021-09-30 07:19:37,069 - step: 21200, training_loss: 1.59866e+03
INFO - run_lib.py - 2021-09-30 07:19:37,723 - step: 21200, eval_loss: 1.77672e+02
INFO - run_lib.py - 2021-09-30 07:21:08,287 - step: 21250, training_loss: 1.77344e+03
INFO - run_lib.py - 2021-09-30 07:22:37,965 - step: 21300, training_loss: 1.78013e+03
INFO - run_lib.py - 2021-09-30 07:22:38,755 - step: 21300, eval_loss: 2.49053e+03
INFO - run_lib.py - 2021-09-30 07:24:10,115 - step: 21350, training_loss: 2.54232e+03
INFO - run_lib.py - 2021-09-30 07:25:40,614 - step: 21400, training_loss: 1.86478e+03
INFO - run_lib.py - 2021-09-30 07:25:41,341 - step: 21400, eval_loss: 2.55084e+03
INFO - run_lib.py - 2021-09-30 07:27:11,370 - step: 21450, training_loss: 1.43860e+03
INFO - run_lib.py - 2021-09-30 07:28:40,434 - step: 21500, training_loss: 1.13094e+03
INFO - run_lib.py - 2021-09-30 07:28:41,368 - step: 21500, eval_loss: 2.50066e+03
INFO - run_lib.py - 2021-09-30 07:30:11,732 - step: 21550, training_loss: 4.10974e+03
INFO - run_lib.py - 2021-09-30 07:31:39,929 - step: 21600, training_loss: 1.60389e+02
INFO - run_lib.py - 2021-09-30 07:31:40,589 - step: 21600, eval_loss: 3.33949e+03
INFO - run_lib.py - 2021-09-30 07:33:09,492 - step: 21650, training_loss: 8.01164e+02
INFO - run_lib.py - 2021-09-30 07:34:38,995 - step: 21700, training_loss: 1.68433e+03
INFO - run_lib.py - 2021-09-30 07:34:39,651 - step: 21700, eval_loss: 1.46111e+03
INFO - run_lib.py - 2021-09-30 07:36:09,063 - step: 21750, training_loss: 1.05198e+03
INFO - run_lib.py - 2021-09-30 07:37:37,702 - step: 21800, training_loss: 7.32306e+02
INFO - run_lib.py - 2021-09-30 07:37:38,357 - step: 21800, eval_loss: 1.30143e+03
INFO - run_lib.py - 2021-09-30 07:39:07,751 - step: 21850, training_loss: 1.67666e+03
INFO - run_lib.py - 2021-09-30 07:40:37,288 - step: 21900, training_loss: 2.07221e+03
INFO - run_lib.py - 2021-09-30 07:40:38,039 - step: 21900, eval_loss: 5.73962e+02
INFO - run_lib.py - 2021-09-30 07:42:07,351 - step: 21950, training_loss: 1.33684e+03
INFO - run_lib.py - 2021-09-30 07:43:37,594 - step: 22000, training_loss: 1.35322e+03
INFO - run_lib.py - 2021-09-30 07:43:38,247 - step: 22000, eval_loss: 2.13812e+03
INFO - run_lib.py - 2021-09-30 07:45:07,632 - step: 22050, training_loss: 2.45211e+03
INFO - run_lib.py - 2021-09-30 07:46:38,454 - step: 22100, training_loss: 1.40629e+03
INFO - run_lib.py - 2021-09-30 07:46:39,109 - step: 22100, eval_loss: 2.52239e+03
INFO - run_lib.py - 2021-09-30 07:48:09,285 - step: 22150, training_loss: 1.54570e+03
INFO - run_lib.py - 2021-09-30 07:49:38,532 - step: 22200, training_loss: 1.79504e+03
INFO - run_lib.py - 2021-09-30 07:49:39,222 - step: 22200, eval_loss: 1.13917e+03
INFO - run_lib.py - 2021-09-30 07:51:09,170 - step: 22250, training_loss: 7.15540e+02
INFO - run_lib.py - 2021-09-30 07:52:38,112 - step: 22300, training_loss: 3.37852e+02
INFO - run_lib.py - 2021-09-30 07:52:38,765 - step: 22300, eval_loss: 1.68615e+03
INFO - run_lib.py - 2021-09-30 07:54:09,638 - step: 22350, training_loss: 1.25093e+03
INFO - run_lib.py - 2021-09-30 07:55:38,007 - step: 22400, training_loss: 1.22411e+03
INFO - run_lib.py - 2021-09-30 07:55:38,676 - step: 22400, eval_loss: 1.88271e+03
INFO - run_lib.py - 2021-09-30 07:57:07,399 - step: 22450, training_loss: 1.78154e+02
INFO - run_lib.py - 2021-09-30 07:58:36,201 - step: 22500, training_loss: 1.71608e+03
INFO - run_lib.py - 2021-09-30 07:58:36,917 - step: 22500, eval_loss: 8.42421e+02
INFO - run_lib.py - 2021-09-30 08:00:06,629 - step: 22550, training_loss: 1.13081e+03
INFO - run_lib.py - 2021-09-30 08:01:36,390 - step: 22600, training_loss: 8.92992e+02
INFO - run_lib.py - 2021-09-30 08:01:37,036 - step: 22600, eval_loss: 1.05244e+03
INFO - run_lib.py - 2021-09-30 08:03:06,117 - step: 22650, training_loss: 3.10436e+03
INFO - run_lib.py - 2021-09-30 08:04:36,656 - step: 22700, training_loss: 1.60841e+03
INFO - run_lib.py - 2021-09-30 08:04:37,431 - step: 22700, eval_loss: 8.53451e+02
INFO - run_lib.py - 2021-09-30 08:06:08,641 - step: 22750, training_loss: 2.14613e+03
INFO - run_lib.py - 2021-09-30 08:07:37,678 - step: 22800, training_loss: 1.82553e+03
INFO - run_lib.py - 2021-09-30 08:07:38,394 - step: 22800, eval_loss: 2.89343e+02
INFO - run_lib.py - 2021-09-30 08:09:09,471 - step: 22850, training_loss: 1.52699e+03
INFO - run_lib.py - 2021-09-30 08:10:39,632 - step: 22900, training_loss: 1.10272e+03
INFO - run_lib.py - 2021-09-30 08:10:40,283 - step: 22900, eval_loss: 1.40986e+03
INFO - run_lib.py - 2021-09-30 08:12:10,393 - step: 22950, training_loss: 2.15183e+03
INFO - run_lib.py - 2021-09-30 08:13:40,521 - step: 23000, training_loss: 4.01312e+02
INFO - run_lib.py - 2021-09-30 08:13:41,179 - step: 23000, eval_loss: 1.07479e+03
INFO - run_lib.py - 2021-09-30 08:15:10,969 - step: 23050, training_loss: 6.11847e+02
INFO - run_lib.py - 2021-09-30 08:16:42,323 - step: 23100, training_loss: 1.95738e+03
INFO - run_lib.py - 2021-09-30 08:16:43,057 - step: 23100, eval_loss: 2.68688e+03
INFO - run_lib.py - 2021-09-30 08:18:12,541 - step: 23150, training_loss: 1.65357e+03
INFO - run_lib.py - 2021-09-30 08:19:41,266 - step: 23200, training_loss: 1.75224e+03
INFO - run_lib.py - 2021-09-30 08:19:42,010 - step: 23200, eval_loss: 7.50074e+02
INFO - run_lib.py - 2021-09-30 08:21:11,085 - step: 23250, training_loss: 4.18430e+03
INFO - run_lib.py - 2021-09-30 08:22:40,474 - step: 23300, training_loss: 2.60677e+03
INFO - run_lib.py - 2021-09-30 08:22:41,187 - step: 23300, eval_loss: 8.97450e+02
INFO - run_lib.py - 2021-09-30 08:24:10,705 - step: 23350, training_loss: 1.46057e+03
INFO - run_lib.py - 2021-09-30 08:25:40,669 - step: 23400, training_loss: 2.09470e+03
INFO - run_lib.py - 2021-09-30 08:25:41,323 - step: 23400, eval_loss: 6.25114e+02
INFO - run_lib.py - 2021-09-30 08:27:10,083 - step: 23450, training_loss: 5.36095e+02
INFO - run_lib.py - 2021-09-30 08:28:40,825 - step: 23500, training_loss: 2.70653e+03
INFO - run_lib.py - 2021-09-30 08:28:41,473 - step: 23500, eval_loss: 1.43851e+03
INFO - run_lib.py - 2021-09-30 08:30:11,108 - step: 23550, training_loss: 1.47907e+03
INFO - run_lib.py - 2021-09-30 08:31:40,423 - step: 23600, training_loss: 2.29398e+03
INFO - run_lib.py - 2021-09-30 08:31:41,178 - step: 23600, eval_loss: 1.70757e+03
INFO - run_lib.py - 2021-09-30 08:33:11,943 - step: 23650, training_loss: 2.69005e+03
INFO - run_lib.py - 2021-09-30 08:34:42,452 - step: 23700, training_loss: 2.62163e+03
INFO - run_lib.py - 2021-09-30 08:34:43,117 - step: 23700, eval_loss: 7.78270e+02
INFO - run_lib.py - 2021-09-30 08:36:12,848 - step: 23750, training_loss: 2.09524e+03
INFO - run_lib.py - 2021-09-30 08:37:43,620 - step: 23800, training_loss: 1.33559e+03
INFO - run_lib.py - 2021-09-30 08:37:44,335 - step: 23800, eval_loss: 2.63940e+03
INFO - run_lib.py - 2021-09-30 08:39:13,311 - step: 23850, training_loss: 1.77597e+03
INFO - run_lib.py - 2021-09-30 08:40:43,287 - step: 23900, training_loss: 1.03455e+03
INFO - run_lib.py - 2021-09-30 08:40:44,074 - step: 23900, eval_loss: 2.36828e+02
INFO - run_lib.py - 2021-09-30 08:42:16,037 - step: 23950, training_loss: 2.04847e+03
INFO - run_lib.py - 2021-09-30 08:43:48,313 - step: 24000, training_loss: 1.20373e+03
INFO - run_lib.py - 2021-09-30 08:43:48,976 - step: 24000, eval_loss: 1.00897e+03
INFO - run_lib.py - 2021-09-30 08:45:20,500 - step: 24050, training_loss: 6.73739e+02
INFO - run_lib.py - 2021-09-30 08:46:51,163 - step: 24100, training_loss: 8.47014e+02
INFO - run_lib.py - 2021-09-30 08:46:51,905 - step: 24100, eval_loss: 3.69052e+03
INFO - run_lib.py - 2021-09-30 08:48:21,982 - step: 24150, training_loss: 1.86244e+03
INFO - run_lib.py - 2021-09-30 08:49:51,432 - step: 24200, training_loss: 2.96323e+03
INFO - run_lib.py - 2021-09-30 08:49:52,277 - step: 24200, eval_loss: 3.17333e+03
INFO - run_lib.py - 2021-09-30 08:51:21,437 - step: 24250, training_loss: 2.18227e+03
INFO - run_lib.py - 2021-09-30 08:52:51,253 - step: 24300, training_loss: 1.26960e+03
INFO - run_lib.py - 2021-09-30 08:52:51,839 - step: 24300, eval_loss: 4.55792e+02
INFO - run_lib.py - 2021-09-30 08:54:21,019 - step: 24350, training_loss: 1.61225e+03
INFO - run_lib.py - 2021-09-30 08:55:50,117 - step: 24400, training_loss: 2.90350e+03
INFO - run_lib.py - 2021-09-30 08:55:50,775 - step: 24400, eval_loss: 1.14057e+03
INFO - run_lib.py - 2021-09-30 08:57:21,271 - step: 24450, training_loss: 2.02109e+03
INFO - run_lib.py - 2021-09-30 08:58:50,438 - step: 24500, training_loss: 3.00350e+03
INFO - run_lib.py - 2021-09-30 08:58:51,137 - step: 24500, eval_loss: 1.33470e+03
INFO - run_lib.py - 2021-09-30 09:00:19,628 - step: 24550, training_loss: 1.87671e+03
INFO - run_lib.py - 2021-09-30 09:01:49,085 - step: 24600, training_loss: 2.33538e+02
INFO - run_lib.py - 2021-09-30 09:01:49,739 - step: 24600, eval_loss: 7.35380e+02
INFO - run_lib.py - 2021-09-30 09:03:20,644 - step: 24650, training_loss: 2.19349e+02
INFO - run_lib.py - 2021-09-30 09:04:50,357 - step: 24700, training_loss: 1.05288e+03
INFO - run_lib.py - 2021-09-30 09:04:51,067 - step: 24700, eval_loss: 3.35219e+02
INFO - run_lib.py - 2021-09-30 09:06:21,818 - step: 24750, training_loss: 9.79056e+02
INFO - run_lib.py - 2021-09-30 09:07:51,240 - step: 24800, training_loss: 2.59528e+03
INFO - run_lib.py - 2021-09-30 09:07:51,909 - step: 24800, eval_loss: 1.37830e+03
INFO - run_lib.py - 2021-09-30 09:09:21,434 - step: 24850, training_loss: 1.12435e+03
INFO - run_lib.py - 2021-09-30 09:10:51,168 - step: 24900, training_loss: 2.43599e+03
INFO - run_lib.py - 2021-09-30 09:10:51,823 - step: 24900, eval_loss: 2.73844e+03
INFO - run_lib.py - 2021-09-30 09:12:22,828 - step: 24950, training_loss: 2.03577e+03
INFO - run_lib.py - 2021-09-30 09:13:53,477 - step: 25000, training_loss: 1.51740e+03
INFO - run_lib.py - 2021-09-30 09:14:07,067 - step: 25000, eval_loss: 1.61245e+02
INFO - run_lib.py - 2021-09-30 09:53:28,433 - step: 25050, training_loss: 4.65858e+02
INFO - run_lib.py - 2021-09-30 09:55:01,267 - step: 25100, training_loss: 1.36808e+02
INFO - run_lib.py - 2021-09-30 09:55:01,929 - step: 25100, eval_loss: 2.60084e+03
INFO - run_lib.py - 2021-09-30 09:56:32,023 - step: 25150, training_loss: 1.43677e+03
INFO - run_lib.py - 2021-09-30 09:58:01,726 - step: 25200, training_loss: 2.08693e+03
INFO - run_lib.py - 2021-09-30 09:58:02,374 - step: 25200, eval_loss: 5.65340e+02
INFO - run_lib.py - 2021-09-30 09:59:31,157 - step: 25250, training_loss: 4.05997e+03
INFO - run_lib.py - 2021-09-30 10:01:00,796 - step: 25300, training_loss: 1.54525e+02
INFO - run_lib.py - 2021-09-30 10:01:01,447 - step: 25300, eval_loss: 1.79332e+03
INFO - run_lib.py - 2021-09-30 10:02:32,249 - step: 25350, training_loss: 1.74535e+03
INFO - run_lib.py - 2021-09-30 10:04:01,772 - step: 25400, training_loss: 1.92560e+02
INFO - run_lib.py - 2021-09-30 10:04:02,413 - step: 25400, eval_loss: 8.41142e+02
INFO - run_lib.py - 2021-09-30 10:05:31,567 - step: 25450, training_loss: 2.79519e+03
INFO - run_lib.py - 2021-09-30 10:07:01,794 - step: 25500, training_loss: 1.21120e+03
INFO - run_lib.py - 2021-09-30 10:07:02,456 - step: 25500, eval_loss: 2.88329e+03
INFO - run_lib.py - 2021-09-30 10:08:33,973 - step: 25550, training_loss: 5.65532e+02
INFO - run_lib.py - 2021-09-30 10:10:04,777 - step: 25600, training_loss: 7.79457e+01
INFO - run_lib.py - 2021-09-30 10:10:05,461 - step: 25600, eval_loss: 3.27040e+03
INFO - run_lib.py - 2021-09-30 10:11:36,401 - step: 25650, training_loss: 1.28667e+03
INFO - run_lib.py - 2021-09-30 10:13:07,397 - step: 25700, training_loss: 3.08174e+03
INFO - run_lib.py - 2021-09-30 10:13:08,047 - step: 25700, eval_loss: 5.15818e+02
INFO - run_lib.py - 2021-09-30 10:14:38,260 - step: 25750, training_loss: 1.33173e+03
INFO - run_lib.py - 2021-09-30 10:16:08,849 - step: 25800, training_loss: 1.04058e+03
INFO - run_lib.py - 2021-09-30 10:16:09,503 - step: 25800, eval_loss: 1.04380e+03
INFO - run_lib.py - 2021-09-30 10:17:38,503 - step: 25850, training_loss: 1.76914e+03
INFO - run_lib.py - 2021-09-30 10:19:07,875 - step: 25900, training_loss: 2.38603e+03
INFO - run_lib.py - 2021-09-30 10:19:08,718 - step: 25900, eval_loss: 2.13285e+03
INFO - run_lib.py - 2021-09-30 10:20:38,324 - step: 25950, training_loss: 3.30757e+03
INFO - run_lib.py - 2021-09-30 10:22:10,701 - step: 26000, training_loss: 1.20570e+03
INFO - run_lib.py - 2021-09-30 10:22:11,465 - step: 26000, eval_loss: 2.05716e+03
INFO - run_lib.py - 2021-09-30 10:23:52,303 - step: 26050, training_loss: 1.12653e+03
INFO - run_lib.py - 2021-09-30 10:25:39,411 - step: 26100, training_loss: 1.42205e+03
INFO - run_lib.py - 2021-09-30 10:25:40,254 - step: 26100, eval_loss: 4.39116e+02
INFO - run_lib.py - 2021-09-30 10:27:34,810 - step: 26150, training_loss: 2.00227e+03
INFO - run_lib.py - 2021-09-30 10:29:26,206 - step: 26200, training_loss: 1.25607e+02
INFO - run_lib.py - 2021-09-30 10:29:27,385 - step: 26200, eval_loss: 1.17944e+03
INFO - run_lib.py - 2021-09-30 10:31:25,875 - step: 26250, training_loss: 1.07573e+03
INFO - run_lib.py - 2021-09-30 10:33:20,255 - step: 26300, training_loss: 2.65408e+02
INFO - run_lib.py - 2021-09-30 10:33:21,348 - step: 26300, eval_loss: 2.70813e+03
INFO - run_lib.py - 2021-09-30 10:35:13,481 - step: 26350, training_loss: 2.47690e+02
INFO - run_lib.py - 2021-09-30 10:37:01,683 - step: 26400, training_loss: 1.06786e+03
INFO - run_lib.py - 2021-09-30 10:37:02,452 - step: 26400, eval_loss: 1.59449e+03
INFO - run_lib.py - 2021-09-30 10:38:55,452 - step: 26450, training_loss: 1.53327e+03
INFO - run_lib.py - 2021-09-30 10:40:47,955 - step: 26500, training_loss: 2.65277e+03
INFO - run_lib.py - 2021-09-30 10:40:48,610 - step: 26500, eval_loss: 1.44772e+03
INFO - run_lib.py - 2021-09-30 10:42:37,769 - step: 26550, training_loss: 5.91756e+02
INFO - run_lib.py - 2021-09-30 10:44:33,103 - step: 26600, training_loss: 2.33174e+03
INFO - run_lib.py - 2021-09-30 10:44:34,003 - step: 26600, eval_loss: 7.99930e+01
INFO - run_lib.py - 2021-09-30 10:46:27,790 - step: 26650, training_loss: 8.07080e+02
INFO - run_lib.py - 2021-09-30 10:48:21,118 - step: 26700, training_loss: 2.91229e+03
INFO - run_lib.py - 2021-09-30 10:48:21,872 - step: 26700, eval_loss: 1.86608e+03
INFO - run_lib.py - 2021-09-30 10:50:16,029 - step: 26750, training_loss: 2.96319e+03
INFO - run_lib.py - 2021-09-30 10:52:05,394 - step: 26800, training_loss: 2.25696e+03
INFO - run_lib.py - 2021-09-30 10:52:06,185 - step: 26800, eval_loss: 3.43696e+03
INFO - run_lib.py - 2021-09-30 10:54:01,477 - step: 26850, training_loss: 1.57733e+03
INFO - run_lib.py - 2021-09-30 10:55:55,743 - step: 26900, training_loss: 2.39276e+03
INFO - run_lib.py - 2021-09-30 10:55:56,638 - step: 26900, eval_loss: 1.20164e+03
INFO - run_lib.py - 2021-09-30 10:57:52,469 - step: 26950, training_loss: 1.31453e+03
INFO - run_lib.py - 2021-09-30 10:59:45,621 - step: 27000, training_loss: 2.34333e+03
INFO - run_lib.py - 2021-09-30 10:59:46,693 - step: 27000, eval_loss: 1.06345e+03
INFO - run_lib.py - 2021-09-30 11:01:39,700 - step: 27050, training_loss: 1.85854e+03
INFO - run_lib.py - 2021-09-30 11:03:31,022 - step: 27100, training_loss: 2.02715e+03
INFO - run_lib.py - 2021-09-30 11:03:31,948 - step: 27100, eval_loss: 8.24580e+02
INFO - run_lib.py - 2021-09-30 11:05:23,163 - step: 27150, training_loss: 9.60024e+02
INFO - run_lib.py - 2021-09-30 11:07:15,533 - step: 27200, training_loss: 1.65228e+03
INFO - run_lib.py - 2021-09-30 11:07:16,356 - step: 27200, eval_loss: 2.82014e+03
INFO - run_lib.py - 2021-09-30 11:09:09,168 - step: 27250, training_loss: 7.33299e+02
INFO - run_lib.py - 2021-09-30 11:11:00,901 - step: 27300, training_loss: 2.56814e+03
INFO - run_lib.py - 2021-09-30 11:11:01,776 - step: 27300, eval_loss: 8.68698e+02
INFO - run_lib.py - 2021-09-30 11:12:51,081 - step: 27350, training_loss: 1.65244e+03
INFO - run_lib.py - 2021-09-30 11:14:48,797 - step: 27400, training_loss: 2.76390e+03
INFO - run_lib.py - 2021-09-30 11:14:49,799 - step: 27400, eval_loss: 3.14413e+02
INFO - run_lib.py - 2021-09-30 11:16:42,091 - step: 27450, training_loss: 1.22277e+03
INFO - run_lib.py - 2021-09-30 11:18:37,608 - step: 27500, training_loss: 1.64825e+03
INFO - run_lib.py - 2021-09-30 11:18:38,454 - step: 27500, eval_loss: 8.79941e+02
INFO - run_lib.py - 2021-09-30 11:20:30,265 - step: 27550, training_loss: 1.37692e+03
INFO - run_lib.py - 2021-09-30 11:22:24,210 - step: 27600, training_loss: 1.08909e+03
INFO - run_lib.py - 2021-09-30 11:22:25,383 - step: 27600, eval_loss: 5.05636e+02
INFO - run_lib.py - 2021-09-30 11:24:15,598 - step: 27650, training_loss: 1.19008e+03
INFO - run_lib.py - 2021-09-30 11:26:06,388 - step: 27700, training_loss: 8.91778e+02
INFO - run_lib.py - 2021-09-30 11:26:07,408 - step: 27700, eval_loss: 3.58974e+03
INFO - run_lib.py - 2021-09-30 11:27:57,329 - step: 27750, training_loss: 3.60691e+02
INFO - run_lib.py - 2021-09-30 11:29:47,671 - step: 27800, training_loss: 2.10199e+03
INFO - run_lib.py - 2021-09-30 11:29:48,519 - step: 27800, eval_loss: 1.64646e+03
INFO - run_lib.py - 2021-09-30 11:31:39,005 - step: 27850, training_loss: 2.35271e+03
INFO - run_lib.py - 2021-09-30 11:33:29,790 - step: 27900, training_loss: 1.65204e+03
INFO - run_lib.py - 2021-09-30 11:33:30,662 - step: 27900, eval_loss: 3.65094e+02
INFO - run_lib.py - 2021-09-30 11:35:18,488 - step: 27950, training_loss: 1.38174e+03
INFO - run_lib.py - 2021-09-30 11:37:07,474 - step: 28000, training_loss: 1.11443e+03
INFO - run_lib.py - 2021-09-30 11:37:08,350 - step: 28000, eval_loss: 9.97776e+02
INFO - run_lib.py - 2021-09-30 11:39:00,976 - step: 28050, training_loss: 1.32895e+03
INFO - run_lib.py - 2021-09-30 11:40:49,417 - step: 28100, training_loss: 3.33962e+03
INFO - run_lib.py - 2021-09-30 11:40:50,286 - step: 28100, eval_loss: 2.46720e+03
INFO - run_lib.py - 2021-09-30 11:42:38,903 - step: 28150, training_loss: 2.58548e+02
INFO - run_lib.py - 2021-09-30 11:44:29,715 - step: 28200, training_loss: 1.91254e+03
INFO - run_lib.py - 2021-09-30 11:44:30,593 - step: 28200, eval_loss: 1.97843e+03
INFO - run_lib.py - 2021-09-30 11:46:20,165 - step: 28250, training_loss: 3.85730e+03
INFO - run_lib.py - 2021-09-30 11:48:08,561 - step: 28300, training_loss: 1.75513e+03
INFO - run_lib.py - 2021-09-30 11:48:09,457 - step: 28300, eval_loss: 9.44732e+02
INFO - run_lib.py - 2021-09-30 11:50:02,105 - step: 28350, training_loss: 1.20825e+03
INFO - run_lib.py - 2021-09-30 11:51:55,014 - step: 28400, training_loss: 1.43012e+03
INFO - run_lib.py - 2021-09-30 11:51:55,909 - step: 28400, eval_loss: 1.73384e+03
INFO - run_lib.py - 2021-09-30 11:53:44,743 - step: 28450, training_loss: 1.30545e+03
INFO - run_lib.py - 2021-09-30 11:55:36,105 - step: 28500, training_loss: 3.10131e+03
INFO - run_lib.py - 2021-09-30 11:55:37,180 - step: 28500, eval_loss: 2.17920e+03
INFO - run_lib.py - 2021-09-30 11:57:27,837 - step: 28550, training_loss: 3.91082e+03
INFO - run_lib.py - 2021-09-30 11:59:16,933 - step: 28600, training_loss: 1.62369e+03
